epsilon,noisy_values,errors,runtimes,true_value
0.05,4402.379203001506,21.62079699849437,9.5367431640625e-07,4424
0.05,4397.709015197431,26.290984802569255,9.5367431640625e-07,4424
0.05,4424.1605217797305,0.16052177973051585,9.5367431640625e-07,4424
0.05,4431.662325015349,7.66232501534887,9.5367431640625e-07,4424
0.05,4423.243509847996,0.7564901520036074,0.0,4424
0.05,4409.368646931901,14.631353068099088,0.0,4424
0.05,4459.455950243153,35.455950243152984,0.0,4424
0.05,4437.471628872304,13.471628872303882,9.5367431640625e-07,4424
0.05,4423.59734619967,0.402653800329972,9.5367431640625e-07,4424
0.05,4419.928370597824,4.071629402175859,9.5367431640625e-07,4424
0.1,4408.147219132397,15.852780867602632,1.1920928955078125e-06,4424
0.1,4428.350862006535,4.350862006534953,0.0,4424
0.1,4394.812869527854,29.187130472146237,0.0,4424
0.1,4420.244932286034,3.7550677139661275,9.5367431640625e-07,4424
0.1,4423.905480946297,0.09451905370315217,1.1920928955078125e-06,4424
0.1,4439.288032892067,15.28803289206735,7.152557373046875e-07,4424
0.1,4442.0381500138865,18.03815001388648,0.0,4424
0.1,4418.853855444523,5.146144555476894,2.1457672119140625e-06,4424
0.1,4453.985925968729,29.985925968729134,0.0,4424
0.1,4412.483181168001,11.516818831999444,0.0,4424
0.2,4418.77002173064,5.22997826935989,0.0,4424
0.2,4414.765827014133,9.23417298586719,1.1920928955078125e-06,4424
0.2,4442.051835185961,18.051835185960954,9.5367431640625e-07,4424
0.2,4419.806938055243,4.193061944756664,0.0,4424
0.2,4424.809240933323,0.8092409333230535,0.0,4424
0.2,4430.817365535427,6.817365535426688,0.0,4424
0.2,4424.200639270602,0.20063927060164133,7.152557373046875e-07,4424
0.2,4413.604984306763,10.395015693236928,9.5367431640625e-07,4424
0.2,4422.843636093739,1.1563639062605944,9.5367431640625e-07,4424
0.2,4421.09750075315,2.9024992468503115,0.0,4424
0.5,4416.340963684261,7.659036315739286,0.0,4424
0.5,4422.122282539614,1.877717460385611,9.5367431640625e-07,4424
0.5,4419.2779900628375,4.722009937162511,9.5367431640625e-07,4424
0.5,4423.436096440658,0.5639035593421795,1.1920928955078125e-06,4424
0.5,4421.9878291370205,2.012170862979474,0.0,4424
0.5,4425.709070669623,1.7090706696226334,0.0,4424
0.5,4423.992524833056,0.0074751669435499934,9.5367431640625e-07,4424
0.5,4424.42027264524,0.4202726452404022,9.5367431640625e-07,4424
0.5,4421.868865771716,2.1311342282842816,1.1920928955078125e-06,4424
0.5,4430.301097807655,6.301097807655424,0.0,4424
1.0,4423.349775927325,0.6502240726749733,0.0,4424
1.0,4421.861209169554,2.1387908304459415,0.0,4424
1.0,4423.463974975602,0.536025024398441,1.1920928955078125e-06,4424
1.0,4424.099093167673,0.0990931676733453,9.5367431640625e-07,4424
1.0,4423.86164495808,0.13835504191956716,0.0,4424
1.0,4421.627444475467,2.3725555245327996,0.0,4424
1.0,4423.692760195619,0.3072398043814246,9.5367431640625e-07,4424
1.0,4424.58581685902,0.5858168590202695,1.1920928955078125e-06,4424
1.0,4423.748310585325,0.25168941467472905,9.5367431640625e-07,4424
1.0,4428.25220957462,4.252209574619883,0.0,4424
