epsilon,noisy_values,errors,runtimes,true_value
0.05,3322.158602724498,2.841397275502004,1.1920928955078125e-06,3325
0.05,3346.243375095283,21.243375095283227,7.152557373046875e-07,3325
0.05,3325.2063217459468,0.20632174594675234,9.5367431640625e-07,3325
0.05,3332.7665567072795,7.766556707279506,9.5367431640625e-07,3325
0.05,3340.2834209255575,15.283420925557493,1.1920928955078125e-06,3325
0.05,3341.360099526604,16.36009952660379,9.5367431640625e-07,3325
0.05,3350.4812873212527,25.481287321252694,0.0,3325
0.05,3321.022676739933,3.977323260066896,0.0,3325
0.05,3337.1697612126,12.169761212599951,0.0,3325
0.05,3355.752954376779,30.752954376779144,9.5367431640625e-07,3325
0.1,3337.3147053642656,12.314705364265592,9.5367431640625e-07,3325
0.1,3316.026896276928,8.9731037230722,9.5367431640625e-07,3325
0.1,3331.485008570107,6.4850085701068565,1.1920928955078125e-06,3325
0.1,3305.035045911233,19.964954088767172,0.0,3325
0.1,3328.463316348894,3.4633163488938408,0.0,3325
0.1,3325.972258131075,0.9722581310747955,0.0,3325
0.1,3325.9152528751038,0.9152528751037607,1.1920928955078125e-06,3325
0.1,3325.794930649316,0.7949306493160293,9.5367431640625e-07,3325
0.1,3324.457774738613,0.5422252613871024,9.5367431640625e-07,3325
0.1,3310.5977752635627,14.402224736437347,9.5367431640625e-07,3325
0.2,3321.8680200799236,3.1319799200764464,0.0,3325
0.2,3324.357999919715,0.6420000802850154,0.0,3325
0.2,3328.2146570005516,3.214657000551597,0.0,3325
0.2,3315.325932915812,9.67406708418821,9.5367431640625e-07,3325
0.2,3315.882989398285,9.11701060171481,1.1920928955078125e-06,3325
0.2,3321.209856268878,3.7901437311220434,9.5367431640625e-07,3325
0.2,3323.9565164499595,1.0434835500404915,7.152557373046875e-07,3325
0.2,3321.148673964472,3.851326035528018,0.0,3325
0.2,3324.147438164327,0.8525618356729865,0.0,3325
0.2,3324.9686027584967,0.03139724150332768,0.0,3325
0.5,3328.2280544399055,3.2280544399054634,9.5367431640625e-07,3325
0.5,3323.8405177429963,1.159482257003674,9.5367431640625e-07,3325
0.5,3326.711889457736,1.7118894577361061,1.1920928955078125e-06,3325
0.5,3324.4685588679363,0.5314411320637191,9.5367431640625e-07,3325
0.5,3333.5083824463127,8.50838244631268,9.5367431640625e-07,3325
0.5,3324.966473246529,0.03352675347105105,0.0,3325
0.5,3325.213099973044,0.21309997304388162,0.0,3325
0.5,3328.069153203752,3.069153203752194,1.1920928955078125e-06,3325
0.5,3324.978175524721,0.021824475279117905,7.152557373046875e-07,3325
0.5,3326.684194492945,1.6841944929451529,9.5367431640625e-07,3325
1.0,3326.903301413498,1.9033014134979567,1.1920928955078125e-06,3325
1.0,3322.527124026196,2.4728759738040935,9.5367431640625e-07,3325
1.0,3325.6272113887344,0.6272113887343949,0.0,3325
1.0,3322.579819317227,2.420180682773207,0.0,3325
1.0,3327.9612849115706,2.9612849115706013,0.0,3325
1.0,3325.6171199235187,0.6171199235186577,1.1920928955078125e-06,3325
1.0,3325.09304069145,0.09304069144991445,9.5367431640625e-07,3325
1.0,3323.3208722971276,1.6791277028723925,4.76837158203125e-06,3325
1.0,3326.488702224925,1.488702224924964,1.1920928955078125e-06,3325
1.0,3324.7675209078357,0.23247909216433982,9.5367431640625e-07,3325
